Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
203305653,Au revoir là-haut,Pierre Lemaitre,"Lemaitre, Pierre",,"=""2226249672""","=""9782226249678""",4,4.20,Albin Michel,Paperback,567,2013,2013,2023/03/04,2023/12/05,,,read,,,,2,0
158875813,Prophet Song,Paul    Lynch,"Lynch, Paul",,"=""""","=""""",0,4.04,Oneworld Publications,ebook,259,2023,2023,,2023/11/26,to-read,to-read (#255),to-read,,,,0,0
2371,The Johnstown Flood,David McCullough,"McCullough, David",,"=""0844662925""","=""9780844662923""",0,4.13,Peter Smith Publisher,Hardcover,302,1987,1968,,2023/11/23,to-read,to-read (#254),to-read,,,,0,0
61834,A Night to Remember,Walter Lord,"Lord, Walter",Nathaniel Philbrick,"=""0805077642""","=""9780805077643""",0,4.09,St Martin's Griffin,Paperback,182,2005,1955,,2023/11/23,to-read,to-read (#253),to-read,,,,0,0
7624594,The Tiger: A True Story of Vengeance and Survival,John Vaillant,"Vaillant, John",,"=""0307268934""","=""9780307268938""",0,4.07,Knopf,Hardcover,329,2010,2010,,2023/11/23,to-read,to-read (#252),to-read,,,,0,0
78508,The River of Doubt: Theodore Roosevelt's Darkest Journey,Candice Millard,"Millard, Candice",,"=""0767913736""","=""9780767913737""",0,4.21,Anchor,Paperback,416,2006,2005,,2023/11/23,to-read,to-read (#251),to-read,,,,0,0
60880820,The Shards,Bret Easton Ellis,"Ellis, Bret Easton",,"=""059353560X""","=""9780593535608""",0,4.00,Alfred A. Knopf,Hardcover,595,2023,2023,,2023/11/21,to-read,to-read (#250),to-read,,,,0,0
135982568,Veiller sur elle,Jean-Baptiste Andrea,"Andrea, Jean-Baptiste",,"=""2378803753""","=""9782378803759""",0,4.30,Iconoclaste,Paperback,592,2023,2023,,2023/11/18,to-read,to-read (#249),to-read,,,,0,0
63156742,L'émouvante et singulière histoire du dernier des lecteurs,Daniel Fohr,"Fohr, Daniel",,"=""2290357553""","=""9782290357552""",0,3.08,J'AI LU,Pocket Book,160,2022,,,2023/11/16,to-read,to-read (#248),to-read,,,,0,0
53101,Nightwood,Djuna Barnes,"Barnes, Djuna","T.S. Eliot, Jeanette Winterson","=""0811216713""","=""9780811216715""",0,3.60,New Directions,Paperback,182,2006,1936,,2023/11/01,to-read,to-read (#247),to-read,,,,0,0
76171,We,Yevgeny Zamyatin,"Zamyatin, Yevgeny",Clarence Brown,"=""0140185852""","=""9780140185850""",0,3.88,Penguin Books,Paperback,256,1993,1924,,2023/10/28,to-read,to-read (#246),to-read,,,,0,0
57338417,Le Roman de Jim,Pierric Bailly,"Bailly, Pierric",,"=""2818052394""","=""9782818052396""",0,4.14,P.O.L,Paperback,256,2021,,,2023/10/28,to-read,to-read (#245),to-read,,,,0,0
32079662,Le Problème à trois corps,Liu Cixin,"Cixin, Liu",Gwennaël Gaffric,"=""2330070748""","=""9782330070748""",0,4.08,Actes Sud,Paperback,432,2016,2006,,2023/10/28,to-read,to-read (#244),to-read,,,,0,0
16072177,L'Herbe des nuits,Patrick Modiano,"Modiano, Patrick",,"=""2070138879""","=""9782070138876""",3,3.42,Gallimard,Paperback,176,2012,2012,2023/10/15,2023/10/09,,,read,,,,1,0
1977834,Dans le café de la jeunesse perdue,Patrick Modiano,"Modiano, Patrick",,"=""2070786064""","=""9782070786060""",0,3.53,Gallimard,Paperback,160,2007,2007,,2023/10/11,to-read,to-read (#243),to-read,,,,0,0
192376,Dimanches d'août,Patrick Modiano,"Modiano, Patrick",,"=""2070381307""","=""9782070381302""",0,3.55,French and European Publications Inc,Paperback,186,1989,1986,,2023/10/11,to-read,to-read (#242),to-read,,,,0,0
323512,Les Boulevards de ceinture,Patrick Modiano,"Modiano, Patrick",,"=""0785933905""","=""9780785933908""",0,3.51,French & European Pubns,Paperback,0,1978,1972,,2023/10/11,to-read,to-read (#241),to-read,,,,0,0
323535,La Place de l’Étoile,Patrick Modiano,"Modiano, Patrick",,"=""0785928820""","=""9780785928829""",0,3.14,Folio,Mass Market Paperback,218,1975,1968,,2023/10/11,to-read,to-read (#240),to-read,,,,0,0
323479,La Ronde de nuit,Patrick Modiano,"Modiano, Patrick",,"=""2070368351""","=""9782070368358""",0,3.27,French and European Publications Inc,Pocket Book,152,1998,1969,,2023/10/11,to-read,to-read (#239),to-read,,,,0,0
323477,La Petite Bijou (Collection Folio),Patrick Modiano,"Modiano, Patrick",,"=""207042538X""","=""9782070425389""",0,3.42,French and European Publications Inc,Paperback,168,2002,2001,,2023/10/11,to-read,to-read (#238),to-read,,,,0,0
192377,Rue des Boutiques Obscures,Patrick Modiano,"Modiano, Patrick",,"=""2070373584""","=""9782070373581""",0,3.63,Gallimard,Paperback,250,1982,1978,,2023/10/11,to-read,to-read (#237),to-read,,,,0,0
20507062,En finir avec Eddy Bellegueule,Édouard Louis,"Louis, Édouard",,"=""2021117707""","=""9782021117707""",5,3.94,SEUIL,Paperback,220,2014,2014,2023/10/07,2023/09/13,,,read,,,,1,0
51449523,Complex Systems and Population Health,Yorghos Apostolopoulos,"Apostolopoulos, Yorghos","Kristen Hassmiller Lich, Michael K. Lemke","=""0190880740""","=""9780190880743""",0,4.33,Oxford University Press,Paperback,336,2020,,,2023/09/28,to-read,to-read (#236),to-read,,,,0,0
25273751,"A Crude Look at the Whole: The Science of Complex Systems in Business, Life, and Society",John H.  Miller,"Miller, John H.",,"=""0465055699""","=""9780465055692""",0,3.70,Basic Books,Hardcover,272,2016,2016,,2023/09/21,to-read,to-read (#235),to-read,,,,0,0
18554985,The Systems View of Life: A Unifying Vision,Fritjof Capra,"Capra, Fritjof",Pier Luigi Luisi,"=""1107011361""","=""9781107011366""",0,4.29,Cambridge University Press,Hardcover,510,2014,2014,,2023/09/21,to-read,to-read (#234),to-read,,,,0,0
1617,Night,Elie Wiesel,"Wiesel, Elie","Marion Wiesel, François Mauriac","=""0374500010""","=""9780374500016""",0,4.38,Hill & Wang,Paperback,120,2006,1956,,2023/09/20,to-read,to-read (#233),to-read,,,,0,0
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,"=""1400052173""","=""9781400052172""",0,4.13,Crown Publishing Group,Hardcover,370,2010,2010,,2023/09/20,to-read,to-read (#232),to-read,,,,0,0
60194162,Demon Copperhead,Barbara Kingsolver,"Kingsolver, Barbara",,"=""""","=""""",0,4.47,Harper,Hardcover,560,2022,2022,,2023/09/20,to-read,to-read (#231),to-read,,,,0,0
61714633,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,"Grann, David",,"=""0385534264""","=""9780385534260""",0,4.17,Doubleday,Hardcover,331,2023,2023,,2023/09/20,to-read,to-read (#230),to-read,,,,0,0
59848291,La Commode aux Tiroirs de Couleurs,Véronique Grisseaux,"Grisseaux, Véronique","Winoc, Amélie Causse","=""2818986354""","=""9782818986356""",4,4.02,Bamboo,Hardcover,80,2021,,2023/09/13,2023/09/03,,,read,,,,2,0
39735861,Qui a tué mon père,Édouard Louis,"Louis, Édouard",,"=""2021399435""","=""9782021399431""",4,4.17,Seuil,Paperback,96,2018,2018,2023/09/13,2023/09/13,,,read,,,,2,0
16033842,"La Vérité sur l'Affaire Harry Quebert (Marcus Goldman, #1)",Joël Dicker,"Dicker, Joël",,"=""2877068161""","=""9782877068161""",1,4.20,De Fallois,Paperback,863,2012,2012,,2023/09/03,,,read,"An incredibly poorly written book, laden with clichés and unimaginative. ",,,1,0
61281793,The Ship Beneath the Ice: The Discovery of Shackleton’s Endurance,Mensun Bound,"Bound, Mensun",,"=""0063297426""","=""9780063297425""",0,4.12,Mariner Books,Kindle Edition,409,2023,2022,,2023/08/30,to-read,to-read (#229),to-read,,,,0,0
61359508,Le goûter du lion,Ito Ogawa,"Ogawa, Ito",Déborah Pierret-Watanabe,"=""280971598X""","=""9782809715989""",0,4.25,Picquier,Paperback,272,2022,2019,,2023/08/26,to-read,to-read (#228),to-read,,,,0,0
61982153,Les sacrifiés,Sylvie le Bihan,"Bihan, Sylvie le",,"=""2207166287""","=""9782207166284""",0,4.10,Denoël,Kindle Edition,384,2022,,,2023/08/26,to-read,to-read (#227),to-read,,,,0,0
58891551,Young Mungo,Douglas   Stuart,"Stuart, Douglas",,"=""0802159559""","=""9780802159557""",0,4.38,Grove Press,Hardcover,390,2022,2022,,2023/08/11,to-read,to-read (#226),to-read,,,,0,0
141352352,Anansi's Gold: The Man Who Swindled the World,Yepoka Yeebo,"Yeebo, Yepoka",,"=""1526667045""","=""9781526667045""",0,3.79,Bloomsbury Circus,Kindle Edition,390,2023,2023,,2023/08/04,to-read,to-read (#225),to-read,,,,0,0
67995346,All The Sinners Bleed,S.A. Cosby,"Cosby, S.A.",,"=""1472299167""","=""9781472299161""",0,4.21,Headline,Kindle Edition,352,2023,2023,,2023/08/04,to-read,to-read (#224),to-read,,,,0,0
2211396,"Havoc, in Its Third Year: A Novel",Ronan Bennett,"Bennett, Ronan",,"=""0743258576""","=""9780743258579""",0,3.58,Simon & Schuster,Paperback,256,2007,2004,,2023/08/03,to-read,to-read (#223),to-read,,,,0,0
37768187,The Crow Road,Iain Banks,"Banks, Iain",,"=""0349142831""","=""9780349142838""",0,4.09,Abacus,Paperback,512,2017,1992,,2023/08/03,to-read,to-read (#222),to-read,,,,0,0
21455159,"Do No Harm: Stories of Life, Death and Brain Surgery",Henry Marsh,"Marsh, Henry",,"=""0297869884""","=""9780297869887""",0,4.25,Weidenfeld & Nicolson,Kindle Edition,289,2014,2014,,2023/08/03,to-read,to-read (#221),to-read,,,,0,0
30151971,The Mistletoe Murder and Other Stories,P.D. James,"James, P.D.",,"=""0451494148""","=""9780451494146""",4,3.75,Knopf,Hardcover,152,2016,2016,2023/07/29,2023/07/28,,,read,,,,1,0
3832,"Cover Her Face (Adam Dalgliesh, #1)",P.D. James,"James, P.D.",,"=""0743219570""","=""9780743219570""",0,3.91,Scribner,Paperback,250,2001,1962,,2023/07/28,to-read,to-read (#220),to-read,,,,0,0
61200281,Sa préférée,Sarah Jollien-Fardel,"Jollien-Fardel, Sarah",,"=""2848054565""","=""9782848054568""",0,4.06,Sabine Wespieser,Paperback,208,2022,,,2023/07/23,to-read,to-read (#219),to-read,,,,0,0
60882951,Le Mage du Kremlin,Giuliano da Empoli,"Empoli, Giuliano da",,"=""2072958164""","=""9782072958168""",4,4.07,Gallimard,Paperback,288,2022,2022,2023/07/23,2023/01/07,,,read,,,,1,0
62039291,King: A Life,Jonathan Eig,"Eig, Jonathan",,"=""0374279292""","=""9780374279295""",0,4.65,"Farrar, Straus and Giroux",Hardcover,688,2023,2023,,2023/07/01,to-read,to-read (#218),to-read,,,,0,0
2767,A People’s History of the United States: 1492 - Present,Howard Zinn,"Zinn, Howard",,"=""0060838655""","=""9780060838652""",0,4.08,Harper Perennial,Paperback,729,1995,1980,,2023/07/01,to-read,to-read (#217),to-read,,,,0,0
59962059,Le Grand Monde,Pierre Lemaitre,"Lemaitre, Pierre",,"=""2702180817""","=""9782702180815""",5,4.09,Calmann-Levy,Paperback,592,2022,2022,2023/07/01,2022/09/05,,,read,,,,1,0
38300,A River Runs Through It,Norman Maclean,"Maclean, Norman",Barry Moser,"=""0226500608""","=""9780226500607""",0,4.15,University of Chicago Press,Hardcover,161,1989,1976,,2023/06/17,to-read,to-read (#216),to-read,,,,0,0
42270835,The Nickel Boys,Colson Whitehead,"Whitehead, Colson",,"=""""","=""""",4,4.26,Doubleday,ebook,213,2019,2019,2023/06/07,2019/08/16,,,read,,,,1,0
52905471,Why We Swim,Bonnie Tsui,"Tsui, Bonnie",,"=""1616207868""","=""9781616207861""",0,3.95,Algonquin Books,Hardcover,288,2020,2020,,2023/06/04,to-read,to-read (#215),to-read,,,,0,0
132109,Le Soleil des Scorta,Laurent Gaudé,"Gaudé, Laurent",,"=""""","=""""",3,4.05,Babel,Mass Market Paperback,284,2005,2004,,2021/10/26,,,read,,,,1,0
50243533,Miroir de nos peines,Pierre Lemaitre,"Lemaitre, Pierre",,"=""2226449752""","=""9782226449757""",5,4.07,ALBIN MICHEL,Kindle Edition,525,2020,2020,2023/05/15,2023/04/07,,,read,,,,1,0
31450930,So Much Blue,Percival Everett,"Everett, Percival",,"=""1555977820""","=""9781555977825""",0,4.01,Graywolf Press,Paperback,236,2017,2017,,2023/05/08,to-read,to-read (#214),to-read,,,,0,0
6080748,I Am Not Sidney Poitier,Percival Everett,"Everett, Percival",,"=""1555975275""","=""9781555975272""",0,4.00,Graywolf Press,Paperback,234,2009,2009,,2023/05/08,to-read,to-read (#213),to-read,,,,0,0
51541232,Telephone,Percival Everett,"Everett, Percival",,"=""1644450224""","=""9781644450222""",0,3.98,Graywolf Press,Paperback,216,2020,2020,,2023/05/08,to-read,to-read (#212),to-read,,,,0,0
355862,Erasure,Percival Everett,"Everett, Percival",,"=""0786888156""","=""9780786888153""",0,4.17,Hyperion,Paperback,280,2002,2001,,2023/05/08,to-read,to-read (#211),to-read,,,,0,0
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.23,Avon,Mass Market Paperback,1152,2002,1999,,2023/05/07,to-read,to-read (#210),to-read,,,,0,0
56269278,The Trees,Percival Everett,"Everett, Percival",,"=""164445064X""","=""9781644450642""",4,4.06,Graywolf Press,Paperback,309,2021,2021,2023/05/07,2022/08/10,,,read,,,,1,0
63391546,The God Desire,David Baddiel,"Baddiel, David",,"=""000855028X""","=""9780008550288""",0,3.67,TLS Books,Hardcover,112,2023,2023,,2023/04/24,to-read,to-read (#209),to-read,,,,0,0
10086357,"Rivers of London (Rivers of London, #1)",Ben Aaronovitch,"Aaronovitch, Ben",,"=""""","=""""",0,3.85,Gollancz,Paperback,392,2011,2011,,2023/04/22,to-read,to-read (#208),to-read,,,,0,0
46347,All the Shah's Men: An American Coup and the Roots of Middle East Terror,Stephen Kinzer,"Kinzer, Stephen",,"=""0471678783""","=""9780471678786""",0,4.29,"John Wiley & Sons (Hoboken, NJ)",Paperback,272,2004,2003,,2023/04/21,to-read,to-read (#207),to-read,,,,0,0
34237826,Grant,Ron Chernow,"Chernow, Ron",,"=""159420487X""","=""9781594204876""",0,4.50,Penguin Press ,Hardcover,1074,2017,2017,,2023/04/10,to-read,to-read (#206),to-read,,,,0,0
37800217,Couleurs de l'incendie,Pierre Lemaitre,"Lemaitre, Pierre",,"=""""","=""""",4,4.14,ALBIN MICHEL,Kindle Edition,481,2018,2018,2023/04/07,2023/03/12,,,read,,,,1,0
23636283,Le réveil des morts,Roland Dorgelès,"Dorgelès, Roland",,"=""""","=""""",0,4.50,Albin Michel,Leather Bound,313,1923,1923,,2023/03/04,to-read,to-read (#205),to-read,,,,0,0
